PLC_NM,NTN_NM,CARD_USE_AMT,CARD_UTILIIZA_CAS_CO,BASE_QUARTER
부산서면,이스라엘,534300,6,2021년 3분기
부산서면,이집트,15900,1,2021년 3분기
부산서면,이탈리아,595210,26,2021년 3분기
부산서면,이탈리아,5427459,143,2021년 3분기
부산서면,인도,1158900,3,2021년 3분기
부산서면,인도,550700,13,2021년 3분기
부산서면,인도네시아,2401350,46,2021년 3분기
부산서면,인도네시아,4218050,92,2021년 3분기
부산서면,일본,32476964,756,2021년 3분기
부산서면,일본,82181019,1441,2021년 3분기
부산서면,자메이카,97300,5,2021년 3분기
부산서면,조지아,62300,2,2021년 3분기
부산서면,중국,120356192,589,2021년 3분기
부산서면,중국,247671584,1545,2021년 3분기
부산서면,체코,267400,10,2021년 3분기
부산서면,체코,431650,31,2021년 3분기
부산서면,칠레,2300,1,2021년 3분기
부산서면,칠레,391170,17,2021년 3분기
부산서면,카자흐스탄,178850,10,2021년 3분기
부산서면,카자흐스탄,9599456,91,2021년 3분기
부산서면,카타르,389095,5,2021년 3분기
부산서면,캄보디아,331800,4,2021년 3분기
부산서면,캄보디아,308000,1,2021년 3분기
부산서면,캐나다,7848752,92,2021년 3분기
부산서면,캐나다,20230274,157,2021년 3분기
부산서면,케이만아일랜드,72000,4,2021년 3분기
부산서면,케이만아일랜드,28750,2,2021년 3분기
부산서면,코스타리카,87800,7,2021년 3분기
부산서면,코트디부아르,5450,1,2021년 3분기
부산서면,콜롬비아,633200,18,2021년 3분기
부산서면,콜롬비아,1139710,48,2021년 3분기
부산서면,쿠웨이트,273000,1,2021년 3분기
부산서면,크로아티아,1116350,35,2021년 3분기
부산서면,크로아티아,287000,16,2021년 3분기
부산서면,키르기스스탄,75300,6,2021년 3분기
부산서면,태국,2396830,39,2021년 3분기
부산서면,태국,3440030,83,2021년 3분기
부산서면,터키,52300,5,2021년 3분기
부산서면,터키,392000,22,2021년 3분기
부산서면,파나마,57700,4,2021년 3분기
부산서면,파나마,539050,19,2021년 3분기
부산서면,페루,1095900,7,2021년 3분기
부산서면,페루,222200,11,2021년 3분기
부산서면,포르투갈,16500,2,2021년 3분기
부산서면,폴란드,611500,26,2021년 3분기
부산서면,폴란드,438750,32,2021년 3분기
부산서면,푸에르토리코,7529157,31,2021년 3분기
부산서면,푸에르토리코,1410700,33,2021년 3분기
부산서면,프랑스,5821584,69,2021년 3분기
부산서면,프랑스,7098348,401,2021년 3분기
부산서면,피지,264000,1,2021년 3분기
부산서면,핀란드,253835,17,2021년 3분기
부산서면,필리핀,851340,16,2021년 3분기
부산서면,필리핀,1919500,40,2021년 3분기
부산서면,헝가리,289702,11,2021년 3분기
부산서면,호주,946790,31,2021년 3분기
부산서면,호주,16076326,107,2021년 3분기
부산서면,홍콩,3251120,19,2021년 3분기
부산서면,홍콩,15320474,84,2021년 3분기
부산시민공원,러시아,1500,1,2021년 3분기
부산시민공원,마카오,10000,2,2021년 3분기
부산시민공원,미국,21500,2,2021년 3분기
부산시민공원,미국,20200,3,2021년 3분기
부산시민공원,스페인,5000,1,2021년 3분기
부산시민공원,인도네시아,3000,1,2021년 3분기
부산시민공원,일본,9000,2,2021년 3분기
부산시민공원,프랑스,10500,2,2021년 3분기
부산시민공원,프랑스,5500,1,2021년 3분기
부산시민공원,홍콩,13000,1,2021년 3분기
센텀시티(신세계센텀 등),가나,21400,1,2021년 3분기
센텀시티(신세계센텀 등),그리스,17356500,33,2021년 3분기
센텀시티(신세계센텀 등),그리스,2740100,25,2021년 3분기
센텀시티(신세계센텀 등),남아프리카공화국,58500,1,2021년 3분기
센텀시티(신세계센텀 등),네덜란드,4978946,12,2021년 3분기
센텀시티(신세계센텀 등),네덜란드,1483700,25,2021년 3분기
센텀시티(신세계센텀 등),노르웨이,1078860,23,2021년 3분기
센텀시티(신세계센텀 등),노르웨이,5863460,54,2021년 3분기
센텀시티(신세계센텀 등),뉴질랜드,78600,2,2021년 3분기
센텀시티(신세계센텀 등),뉴질랜드,175180,5,2021년 3분기
센텀시티(신세계센텀 등),대만,1232970,19,2021년 3분기
센텀시티(신세계센텀 등),대만,32933520,31,2021년 3분기
센텀시티(신세계센텀 등),덴마크,88630,9,2021년 3분기
센텀시티(신세계센텀 등),덴마크,1103848,40,2021년 3분기
센텀시티(신세계센텀 등),도미니카,1361400,4,2021년 3분기
센텀시티(신세계센텀 등),독일,8435930,56,2021년 3분기
센텀시티(신세계센텀 등),독일,9431910,155,2021년 3분기
센텀시티(신세계센텀 등),라트비아,27360,2,2021년 3분기
센텀시티(신세계센텀 등),러시아,33482950,163,2021년 3분기
센텀시티(신세계센텀 등),러시아,71953713,249,2021년 3분기
센텀시티(신세계센텀 등),루마니아,5000,1,2021년 3분기
센텀시티(신세계센텀 등),리투아니아,58900,9,2021년 3분기
센텀시티(신세계센텀 등),마카오,246300,2,2021년 3분기
센텀시티(신세계센텀 등),말레이시아,774770,11,2021년 3분기
센텀시티(신세계센텀 등),말레이시아,3311700,23,2021년 3분기
센텀시티(신세계센텀 등),멕시코,1991770,13,2021년 3분기
센텀시티(신세계센텀 등),멕시코,11863450,14,2021년 3분기
센텀시티(신세계센텀 등),모잠비크,195000,3,2021년 3분기
센텀시티(신세계센텀 등),몽골,5390260,13,2021년 3분기
센텀시티(신세계센텀 등),미국,435002631,3281,2021년 3분기
센텀시티(신세계센텀 등),미국,688273138,5085,2021년 3분기
센텀시티(신세계센텀 등),바하마,169260,8,2021년 3분기
센텀시티(신세계센텀 등),바하마,699590,14,2021년 3분기
센텀시티(신세계센텀 등),베네수엘라,27000,1,2021년 3분기
센텀시티(신세계센텀 등),베트남,5542900,15,2021년 3분기
센텀시티(신세계센텀 등),베트남,3530040,35,2021년 3분기
센텀시티(신세계센텀 등),벨기에,419670,5,2021년 3분기
센텀시티(신세계센텀 등),벨기에,871040,21,2021년 3분기
센텀시티(신세계센텀 등),볼리비아,391520,5,2021년 3분기
센텀시티(신세계센텀 등),브라질,53900,9,2021년 3분기
센텀시티(신세계센텀 등),브라질,26000,2,2021년 3분기
센텀시티(신세계센텀 등),브루나이드루살렘,194000,2,2021년 3분기
센텀시티(신세계센텀 등),사우디아라비아,2485200,29,2021년 3분기
센텀시티(신세계센텀 등),사우디아라비아,1746650,20,2021년 3분기
센텀시티(신세계센텀 등),스리랑카,35000,1,2021년 3분기
센텀시티(신세계센텀 등),스웨덴,231080,11,2021년 3분기
센텀시티(신세계센텀 등),스웨덴,1344380,39,2021년 3분기
센텀시티(신세계센텀 등),스위스,274790,6,2021년 3분기
센텀시티(신세계센텀 등),스위스,5213600,10,2021년 3분기
센텀시티(신세계센텀 등),스페인,301000,16,2021년 3분기
센텀시티(신세계센텀 등),스페인,898900,29,2021년 3분기
센텀시티(신세계센텀 등),슬로바키아,64100,1,2021년 3분기
센텀시티(신세계센텀 등),싱가폴,29841509,161,2021년 3분기
센텀시티(신세계센텀 등),싱가폴,65801580,400,2021년 3분기
센텀시티(신세계센텀 등),아랍에미레이트,2668450,30,2021년 3분기
센텀시티(신세계센텀 등),아랍에미레이트,5877700,22,2021년 3분기
센텀시티(신세계센텀 등),아르헨티나,3356000,7,2021년 3분기
센텀시티(신세계센텀 등),아메리칸사모아,15972400,15,2021년 3분기
센텀시티(신세계센텀 등),아일랜드,299800,11,2021년 3분기
센텀시티(신세계센텀 등),아일랜드,565460,13,2021년 3분기
센텀시티(신세계센텀 등),아제르바이잔,1800,1,2021년 3분기
센텀시티(신세계센텀 등),에콰도르,34500,4,2021년 3분기
센텀시티(신세계센텀 등),엘살바도르,4800,1,2021년 3분기
센텀시티(신세계센텀 등),영국,47232410,395,2021년 3분기
센텀시티(신세계센텀 등),영국,28297888,312,2021년 3분기
센텀시티(신세계센텀 등),오스트리아,412000,5,2021년 3분기
센텀시티(신세계센텀 등),오스트리아,510700,21,2021년 3분기
센텀시티(신세계센텀 등),우크라이나,464000,3,2021년 3분기
센텀시티(신세계센텀 등),우크라이나,74500,4,2021년 3분기
센텀시티(신세계센텀 등),이스라엘,314800,9,2021년 3분기
센텀시티(신세계센텀 등),이스라엘,984600,8,2021년 3분기
센텀시티(신세계센텀 등),이집트,493000,4,2021년 3분기
센텀시티(신세계센텀 등),이탈리아,2340880,53,2021년 3분기
센텀시티(신세계센텀 등),이탈리아,1608420,28,2021년 3분기
센텀시티(신세계센텀 등),인도,153320,6,2021년 3분기
센텀시티(신세계센텀 등),인도,557360,24,2021년 3분기
센텀시티(신세계센텀 등),인도네시아,3678600,10,2021년 3분기
센텀시티(신세계센텀 등),인도네시아,5702350,54,2021년 3분기
센텀시티(신세계센텀 등),일본,37796806,155,2021년 3분기
센텀시티(신세계센텀 등),일본,33506770,272,2021년 3분기
센텀시티(신세계센텀 등),자메이카,69000,1,2021년 3분기
센텀시티(신세계센텀 등),조지아,9589310,30,2021년 3분기
센텀시티(신세계센텀 등),조지아,5343390,22,2021년 3분기
센텀시티(신세계센텀 등),중국,308636308,216,2021년 3분기
센텀시티(신세계센텀 등),중국,738845997,999,2021년 3분기
센텀시티(신세계센텀 등),체코,42800,3,2021년 3분기
센텀시티(신세계센텀 등),체코,173100,11,2021년 3분기
센텀시티(신세계센텀 등),칠레,2758000,2,2021년 3분기
센텀시티(신세계센텀 등),카자흐스탄,511000,6,2021년 3분기
센텀시티(신세계센텀 등),카자흐스탄,960500,16,2021년 3분기
센텀시티(신세계센텀 등),카타르,1380600,13,2021년 3분기
센텀시티(신세계센텀 등),캄보디아,59660,1,2021년 3분기
센텀시티(신세계센텀 등),캄보디아,794000,2,2021년 3분기
센텀시티(신세계센텀 등),캐나다,4583622,60,2021년 3분기
센텀시티(신세계센텀 등),캐나다,34482390,231,2021년 3분기
센텀시티(신세계센텀 등),코스타리카,8800,1,2021년 3분기
센텀시티(신세계센텀 등),콜롬비아,3000,2,2021년 3분기
센텀시티(신세계센텀 등),콜롬비아,2406800,4,2021년 3분기
센텀시티(신세계센텀 등),쿠웨이트,1455000,1,2021년 3분기
센텀시티(신세계센텀 등),크로아티아,149600,2,2021년 3분기
센텀시티(신세계센텀 등),태국,1272000,12,2021년 3분기
센텀시티(신세계센텀 등),태국,6775110,54,2021년 3분기
센텀시티(신세계센텀 등),터키,351700,6,2021년 3분기
센텀시티(신세계센텀 등),트리니나드토바고,258300,9,2021년 3분기
센텀시티(신세계센텀 등),파나마,250600,4,2021년 3분기
센텀시티(신세계센텀 등),파나마,935200,4,2021년 3분기
센텀시티(신세계센텀 등),페루,1785100,12,2021년 3분기
센텀시티(신세계센텀 등),포르투갈,86700,3,2021년 3분기
센텀시티(신세계센텀 등),폴란드,435400,9,2021년 3분기
센텀시티(신세계센텀 등),푸에르토리코,67000,6,2021년 3분기
센텀시티(신세계센텀 등),푸에르토리코,160800,4,2021년 3분기
센텀시티(신세계센텀 등),프랑스,12312700,41,2021년 3분기
센텀시티(신세계센텀 등),프랑스,7979800,148,2021년 3분기
센텀시티(신세계센텀 등),핀란드,349100,4,2021년 3분기
센텀시티(신세계센텀 등),핀란드,1073690,17,2021년 3분기
센텀시티(신세계센텀 등),필리핀,382000,6,2021년 3분기
센텀시티(신세계센텀 등),필리핀,7895680,25,2021년 3분기
센텀시티(신세계센텀 등),헝가리,22100,1,2021년 3분기
센텀시티(신세계센텀 등),헝가리,10000,1,2021년 3분기
센텀시티(신세계센텀 등),호주,4215390,42,2021년 3분기
센텀시티(신세계센텀 등),호주,8582510,63,2021년 3분기
센텀시티(신세계센텀 등),홍콩,20640450,140,2021년 3분기
센텀시티(신세계센텀 등),홍콩,39303147,221,2021년 3분기
송도해수욕장,가봉,13000,1,2021년 3분기
송도해수욕장,남아프리카공화국,30000,1,2021년 3분기
송도해수욕장,네덜란드,196700,8,2021년 3분기
송도해수욕장,노르웨이,72450,5,2021년 3분기
송도해수욕장,노르웨이,100000,2,2021년 3분기
송도해수욕장,대만,46000,3,2021년 3분기
송도해수욕장,대만,110000,5,2021년 3분기
송도해수욕장,덴마크,45750,2,2021년 3분기
송도해수욕장,덴마크,105600,8,2021년 3분기
송도해수욕장,독일,295000,15,2021년 3분기
송도해수욕장,독일,2366400,112,2021년 3분기
송도해수욕장,라이베리아,950,1,2021년 3분기
송도해수욕장,러시아,2706870,59,2021년 3분기
송도해수욕장,러시아,5147320,168,2021년 3분기
송도해수욕장,루마니아,24270,2,2021년 3분기
송도해수욕장,리투아니아,7500,1,2021년 3분기
송도해수욕장,리투아니아,200170,9,2021년 3분기
송도해수욕장,말레이시아,45000,2,2021년 3분기
송도해수욕장,말레이시아,621500,18,2021년 3분기
송도해수욕장,멕시코,100000,5,2021년 3분기
송도해수욕장,멕시코,212500,14,2021년 3분기
송도해수욕장,몽골,41000,1,2021년 3분기
송도해수욕장,미국,5139660,175,2021년 3분기
송도해수욕장,미국,20767240,729,2021년 3분기
송도해수욕장,미얀마,12300,1,2021년 3분기
송도해수욕장,바하마,38300,3,2021년 3분기
송도해수욕장,베트남,56000,1,2021년 3분기
송도해수욕장,벨기에,303600,20,2021년 3분기
송도해수욕장,벨라루스,20000,1,2021년 3분기
송도해수욕장,불가리아,49620,1,2021년 3분기
송도해수욕장,브루나이드루살렘,5100,1,2021년 3분기
송도해수욕장,브루나이드루살렘,2100,1,2021년 3분기
송도해수욕장,사우디아라비아,80000,1,2021년 3분기
송도해수욕장,스웨덴,203200,15,2021년 3분기
송도해수욕장,스위스,71300,6,2021년 3분기
송도해수욕장,스페인,15000,2,2021년 3분기
송도해수욕장,스페인,468460,27,2021년 3분기
송도해수욕장,슬로바키아,5800,1,2021년 3분기
송도해수욕장,슬로바키아,16750,3,2021년 3분기
송도해수욕장,시에라리온,40000,1,2021년 3분기
송도해수욕장,싱가폴,70000,1,2021년 3분기
송도해수욕장,싱가폴,59900,3,2021년 3분기
송도해수욕장,아랍에미레이트,12620,2,2021년 3분기
송도해수욕장,아랍에미레이트,93000,2,2021년 3분기
송도해수욕장,아일랜드,62800,3,2021년 3분기
송도해수욕장,에스토니아,7000,1,2021년 3분기
송도해수욕장,에콰도르,39300,3,2021년 3분기
송도해수욕장,영국,661450,32,2021년 3분기
송도해수욕장,영국,1214875,50,2021년 3분기
송도해수욕장,오스트리아,201400,9,2021년 3분기
송도해수욕장,우크라이나,89700,3,2021년 3분기
송도해수욕장,우크라이나,228200,9,2021년 3분기
송도해수욕장,이스라엘,96020,7,2021년 3분기
송도해수욕장,이탈리아,177900,9,2021년 3분기
송도해수욕장,인도,323000,4,2021년 3분기
송도해수욕장,인도,150000,2,2021년 3분기
송도해수욕장,인도네시아,113000,2,2021년 3분기
송도해수욕장,인도네시아,124000,6,2021년 3분기
송도해수욕장,일본,486220,34,2021년 3분기
송도해수욕장,일본,1109980,71,2021년 3분기
송도해수욕장,중국,331690,6,2021년 3분기
송도해수욕장,중국,2213108,60,2021년 3분기
송도해수욕장,체코,12000,1,2021년 3분기
송도해수욕장,칠레,80000,1,2021년 3분기
송도해수욕장,카자흐스탄,22590,6,2021년 3분기
송도해수욕장,카자흐스탄,59750,7,2021년 3분기
송도해수욕장,카타르,104000,1,2021년 3분기
송도해수욕장,캄보디아,113000,2,2021년 3분기
송도해수욕장,캐나다,20000,1,2021년 3분기
송도해수욕장,캐나다,316260,16,2021년 3분기
송도해수욕장,코트디부아르,23400,2,2021년 3분기
송도해수욕장,콜롬비아,29100,4,2021년 3분기
송도해수욕장,크로아티아,57900,3,2021년 3분기
송도해수욕장,태국,174890,7,2021년 3분기
송도해수욕장,태국,229400,7,2021년 3분기
송도해수욕장,터키,76100,5,2021년 3분기
송도해수욕장,파나마,24200,2,2021년 3분기
송도해수욕장,팔레스타인자치지구,1900,1,2021년 3분기
송도해수욕장,페루,94000,4,2021년 3분기
송도해수욕장,포르투갈,30000,1,2021년 3분기
송도해수욕장,폴란드,19000,2,2021년 3분기
송도해수욕장,폴란드,169000,7,2021년 3분기
송도해수욕장,푸에르토리코,8900,1,2021년 3분기
송도해수욕장,프랑스,79000,11,2021년 3분기
송도해수욕장,프랑스,1026565,77,2021년 3분기
송도해수욕장,핀란드,136000,8,2021년 3분기
송도해수욕장,필리핀,29900,1,2021년 3분기
송도해수욕장,필리핀,390290,11,2021년 3분기
송도해수욕장,헝가리,12000,1,2021년 3분기
송도해수욕장,호주,160100,6,2021년 3분기
송도해수욕장,홍콩,9500,1,2021년 3분기
송도해수욕장,홍콩,111800,4,2021년 3분기
송정해수욕장,네덜란드,12300,1,2021년 3분기
송정해수욕장,노르웨이,96200,5,2021년 3분기
송정해수욕장,노르웨이,38700,2,2021년 3분기
송정해수욕장,독일,175600,16,2021년 3분기
송정해수욕장,러시아,134040,4,2021년 3분기
송정해수욕장,러시아,202300,11,2021년 3분기
송정해수욕장,말레이시아,7000,1,2021년 3분기
송정해수욕장,몽골,7400,1,2021년 3분기
송정해수욕장,미국,1737560,54,2021년 3분기
송정해수욕장,미국,2368890,109,2021년 3분기
송정해수욕장,벨기에,65000,1,2021년 3분기
송정해수욕장,브라질,600,1,2021년 3분기
송정해수욕장,스웨덴,130000,1,2021년 3분기
송정해수욕장,스페인,200000,1,2021년 3분기
송정해수욕장,스페인,169650,5,2021년 3분기
송정해수욕장,싱가폴,6240000,2,2021년 3분기
송정해수욕장,싱가폴,9877540,19,2021년 3분기
송정해수욕장,아랍에미레이트,67500,2,2021년 3분기
송정해수욕장,영국,248100,13,2021년 3분기
송정해수욕장,영국,290420,12,2021년 3분기
송정해수욕장,오스트리아,404500,10,2021년 3분기
송정해수욕장,우크라이나,14900,2,2021년 3분기
송정해수욕장,이집트,950,1,2021년 3분기
송정해수욕장,이탈리아,65000,1,2021년 3분기
송정해수욕장,이탈리아,147400,6,2021년 3분기
송정해수욕장,인도네시아,6200,2,2021년 3분기
송정해수욕장,일본,228600,6,2021년 3분기
송정해수욕장,일본,95700,5,2021년 3분기
송정해수욕장,중국,1165520,6,2021년 3분기
송정해수욕장,중국,124845,9,2021년 3분기
송정해수욕장,캐나다,2700,1,2021년 3분기
송정해수욕장,콜롬비아,64100,6,2021년 3분기
송정해수욕장,폴란드,15400,1,2021년 3분기
송정해수욕장,프랑스,100000,1,2021년 3분기
송정해수욕장,프랑스,89500,4,2021년 3분기
송정해수욕장,핀란드,11420,1,2021년 3분기
송정해수욕장,필리핀,68200,2,2021년 3분기
송정해수욕장,호주,1500,1,2021년 3분기
송정해수욕장,호주,3700,1,2021년 3분기
송정해수욕장,홍콩,431000,3,2021년 3분기
오륙도&이기대 갈맷길,남아프리카공화국,2000,1,2021년 3분기
오륙도&이기대 갈맷길,네덜란드,5500,1,2021년 3분기
오륙도&이기대 갈맷길,대만,19000,1,2021년 3분기
오륙도&이기대 갈맷길,대만,120470,3,2021년 3분기
오륙도&이기대 갈맷길,독일,15300,5,2021년 3분기
오륙도&이기대 갈맷길,독일,68840,14,2021년 3분기
오륙도&이기대 갈맷길,라트비아,3600,1,2021년 3분기
오륙도&이기대 갈맷길,러시아,204970,5,2021년 3분기
오륙도&이기대 갈맷길,러시아,22800,3,2021년 3분기
오륙도&이기대 갈맷길,리투아니아,3200,1,2021년 3분기
오륙도&이기대 갈맷길,말레이시아,1800,1,2021년 3분기
오륙도&이기대 갈맷길,멕시코,10000,3,2021년 3분기
오륙도&이기대 갈맷길,모잠비크,114330,3,2021년 3분기
오륙도&이기대 갈맷길,미국,10702830,201,2021년 3분기
오륙도&이기대 갈맷길,미국,13189010,334,2021년 3분기
오륙도&이기대 갈맷길,바하마,118770,2,2021년 3분기
오륙도&이기대 갈맷길,바하마,11500,1,2021년 3분기
오륙도&이기대 갈맷길,베트남,12800,1,2021년 3분기
오륙도&이기대 갈맷길,벨기에,105770,2,2021년 3분기
오륙도&이기대 갈맷길,브라질,2700,1,2021년 3분기
오륙도&이기대 갈맷길,스웨덴,2600,1,2021년 3분기
오륙도&이기대 갈맷길,스페인,3800,2,2021년 3분기
오륙도&이기대 갈맷길,아랍에미레이트,3500,1,2021년 3분기
오륙도&이기대 갈맷길,아랍에미레이트,118770,2,2021년 3분기
오륙도&이기대 갈맷길,영국,468040,14,2021년 3분기
오륙도&이기대 갈맷길,영국,35700,7,2021년 3분기
오륙도&이기대 갈맷길,오스트리아,6000,1,2021년 3분기
오륙도&이기대 갈맷길,우크라이나,3000,1,2021년 3분기
오륙도&이기대 갈맷길,이스라엘,8500,3,2021년 3분기
오륙도&이기대 갈맷길,이스라엘,17220,3,2021년 3분기
오륙도&이기대 갈맷길,이탈리아,6600,1,2021년 3분기
오륙도&이기대 갈맷길,인도,2200,1,2021년 3분기
오륙도&이기대 갈맷길,인도,700850,5,2021년 3분기
오륙도&이기대 갈맷길,인도네시아,786310,7,2021년 3분기
오륙도&이기대 갈맷길,인도네시아,110000,3,2021년 3분기
오륙도&이기대 갈맷길,일본,195010,6,2021년 3분기
오륙도&이기대 갈맷길,일본,492370,10,2021년 3분기
오륙도&이기대 갈맷길,중국,10596,3,2021년 3분기
오륙도&이기대 갈맷길,체코,98770,1,2021년 3분기
오륙도&이기대 갈맷길,체코,7700,1,2021년 3분기
오륙도&이기대 갈맷길,코트디부아르,2800,1,2021년 3분기
오륙도&이기대 갈맷길,프랑스,922000,2,2021년 3분기
오륙도&이기대 갈맷길,프랑스,486960,11,2021년 3분기
오륙도&이기대 갈맷길,피지,118770,2,2021년 3분기
오륙도&이기대 갈맷길,핀란드,7500,3,2021년 3분기
오륙도&이기대 갈맷길,호주,6500,1,2021년 3분기
오륙도&이기대 갈맷길,홍콩,240000,2,2021년 3분기
오륙도&이기대 갈맷길,홍콩,169000,1,2021년 3분기
을숙도,독일,2000,1,2021년 3분기
을숙도,미국,12000,1,2021년 3분기
일광해수욕장,미국,202500,9,2021년 3분기
일광해수욕장,미국,433000,18,2021년 3분기
일광해수욕장,싱가폴,95000,1,2021년 3분기
일광해수욕장,아랍에미레이트,49700,2,2021년 3분기
일광해수욕장,영국,14700,1,2021년 3분기
일광해수욕장,인도네시아,6000,1,2021년 3분기
일광해수욕장,중국,193486,3,2021년 3분기
일광해수욕장,카자흐스탄,20800,3,2021년 3분기
일광해수욕장,캐나다,21700,1,2021년 3분기
일광해수욕장,콜롬비아,18000,2,2021년 3분기
일광해수욕장,폴란드,47000,1,2021년 3분기
일광해수욕장,홍콩,8100,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,과테말라,17500,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,남아프리카공화국,6700,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,네덜란드,23000,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,네덜란드,340800,5,2021년 3분기
자갈치·국제시장·부평깡통야시장,노르웨이,111900,5,2021년 3분기
자갈치·국제시장·부평깡통야시장,대만,85900,3,2021년 3분기
자갈치·국제시장·부평깡통야시장,대만,470180,8,2021년 3분기
자갈치·국제시장·부평깡통야시장,덴마크,24400,3,2021년 3분기
자갈치·국제시장·부평깡통야시장,독일,333450,17,2021년 3분기
자갈치·국제시장·부평깡통야시장,독일,1375100,44,2021년 3분기
자갈치·국제시장·부평깡통야시장,러시아,1999520,64,2021년 3분기
자갈치·국제시장·부평깡통야시장,러시아,3875000,113,2021년 3분기
자갈치·국제시장·부평깡통야시장,루마니아,212000,2,2021년 3분기
자갈치·국제시장·부평깡통야시장,리투아니아,34300,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,리투아니아,800,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,말레이시아,137000,2,2021년 3분기
자갈치·국제시장·부평깡통야시장,말레이시아,565900,14,2021년 3분기
자갈치·국제시장·부평깡통야시장,멕시코,50000,6,2021년 3분기
자갈치·국제시장·부평깡통야시장,멕시코,152000,8,2021년 3분기
자갈치·국제시장·부평깡통야시장,몰타,22000,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,몽골,40000,3,2021년 3분기
자갈치·국제시장·부평깡통야시장,미국,12501540,258,2021년 3분기
자갈치·국제시장·부평깡통야시장,미국,37342056,680,2021년 3분기
자갈치·국제시장·부평깡통야시장,바하마,111400,3,2021년 3분기
자갈치·국제시장·부평깡통야시장,바하마,319000,3,2021년 3분기
자갈치·국제시장·부평깡통야시장,베트남,15980,2,2021년 3분기
자갈치·국제시장·부평깡통야시장,베트남,801900,10,2021년 3분기
자갈치·국제시장·부평깡통야시장,벨기에,15500,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,벨기에,27500,5,2021년 3분기
자갈치·국제시장·부평깡통야시장,불가리아,73000,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,브라질,78500,2,2021년 3분기
자갈치·국제시장·부평깡통야시장,사우디아라비아,10000,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,세네갈,220000,2,2021년 3분기
자갈치·국제시장·부평깡통야시장,스리랑카,55000,3,2021년 3분기
자갈치·국제시장·부평깡통야시장,스리랑카,114000,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,스웨덴,16000,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,스웨덴,125900,8,2021년 3분기
자갈치·국제시장·부평깡통야시장,스위스,5700,2,2021년 3분기
자갈치·국제시장·부평깡통야시장,스위스,156000,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,스페인,196500,3,2021년 3분기
자갈치·국제시장·부평깡통야시장,스페인,355354,21,2021년 3분기
자갈치·국제시장·부평깡통야시장,슬로바키아,30180,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,싱가폴,296300,3,2021년 3분기
자갈치·국제시장·부평깡통야시장,싱가폴,563000,3,2021년 3분기
자갈치·국제시장·부평깡통야시장,아르헨티나,530000,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,아일랜드,36500,2,2021년 3분기
자갈치·국제시장·부평깡통야시장,에콰도르,6000,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,에콰도르,262690,3,2021년 3분기
자갈치·국제시장·부평깡통야시장,영국,859200,16,2021년 3분기
자갈치·국제시장·부평깡통야시장,영국,1061216,39,2021년 3분기
자갈치·국제시장·부평깡통야시장,오스트리아,55000,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,오스트리아,118900,6,2021년 3분기
자갈치·국제시장·부평깡통야시장,온두라스,121680,2,2021년 3분기
자갈치·국제시장·부평깡통야시장,우크라이나,42200,4,2021년 3분기
자갈치·국제시장·부평깡통야시장,이집트,8000,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,이집트,300000,2,2021년 3분기
자갈치·국제시장·부평깡통야시장,이탈리아,159000,2,2021년 3분기
자갈치·국제시장·부평깡통야시장,이탈리아,211000,10,2021년 3분기
자갈치·국제시장·부평깡통야시장,인도,96000,6,2021년 3분기
자갈치·국제시장·부평깡통야시장,인도,210100,2,2021년 3분기
자갈치·국제시장·부평깡통야시장,인도네시아,485000,4,2021년 3분기
자갈치·국제시장·부평깡통야시장,인도네시아,150200,5,2021년 3분기
자갈치·국제시장·부평깡통야시장,일본,3879190,51,2021년 3분기
자갈치·국제시장·부평깡통야시장,일본,9117470,111,2021년 3분기
자갈치·국제시장·부평깡통야시장,중국,2257333,33,2021년 3분기
자갈치·국제시장·부평깡통야시장,중국,12567493,155,2021년 3분기
자갈치·국제시장·부평깡통야시장,체코,16500,2,2021년 3분기
자갈치·국제시장·부평깡통야시장,카자흐스탄,30140,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,캐나다,311000,8,2021년 3분기
자갈치·국제시장·부평깡통야시장,캐나다,2691500,13,2021년 3분기
자갈치·국제시장·부평깡통야시장,콜롬비아,96000,2,2021년 3분기
자갈치·국제시장·부평깡통야시장,콜롬비아,1867000,10,2021년 3분기
자갈치·국제시장·부평깡통야시장,크로아티아,19500,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,크로아티아,6500,1,2021년 3분기
자갈치·국제시장·부평깡통야시장,태국,92500,2,2021년 3분기
