SKEY,SE,LC_SE_NM,CMPNM,DETAIL_INFO,CVNTL_KND_NM,IMAGE_URL,WRITNG_DE
171,도시철도 음식점,2호선,한방족발빅마마,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,경사로,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
172,도시철도 음식점,2호선,맥도날드 부산남천DT점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
173,도시철도 음식점,2호선,스타벅스 금련산역점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
174,도시철도 음식점,2호선,광안전골,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
175,도시철도 음식점,2호선,이디야커피 광안역점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
176,도시철도 음식점,2호선,투썸플레이스 부산광안역점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
177,도시철도 음식점,2호선,맥도날드 부산수영SK DT점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
178,도시철도 음식점,2호선,전주남문토종순대국 수영점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,자동문,이용가능시설,경사로,음식점",http://www.wheelbusan.or.kr/board/list/200a01?init,
179,도시철도 음식점,2호선,태백뒷고기,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
180,도시철도 음식점,2호선,홉스피제리아 부산해운대센텀점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인전용주차구역,엘리베이터",http://www.wheelbusan.or.kr/board/list/200a01?init,
181,도시철도 음식점,2호선,코코샤브 센텀점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"엘리베이터,장애인전용주차구역,이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
182,관광지 음식점,송도,바닷속조개왕국,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
183,도시철도 음식점,3호선,바보형제쭈꾸미 수영점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,엘리베이터",http://www.wheelbusan.or.kr/board/list/200a01?init,
184,도시철도 음식점,2호선,더파티벡스코점(뷔페),출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인전용주차구역,엘리베이터,장애인화장실",http://www.wheelbusan.or.kr/board/list/200a01?init,
185,도시철도 음식점,2호선,스타벅스 벡스코점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인전용주차구역,장애인화장실",http://www.wheelbusan.or.kr/board/list/200a01?init,
186,도시철도 음식점,2호선,카페베네 벡스코1관점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인전용주차구역,장애인화장실",http://www.wheelbusan.or.kr/board/list/200a01?init,
187,도시철도 음식점,1호선,타이가텐푸라 현대백화점부산점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"장애인전용주차구역,엘리베이터,장애인화장실,입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
188,도시철도 음식점,2호선,용밀면,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,경사로,이용가능시설,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
189,도시철도 음식점,2호선,똘이네횟집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
190,도시철도 음식점,2호선,백년돼지국밥 해운대점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
191,도시철도 음식점,2호선,오!별난멸치국수 해운대점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,장애인전용주차구역",http://www.wheelbusan.or.kr/board/list/200a01?init,
192,도시철도 음식점,2호선,미성왕만두국밥 마린시티점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인전용주차구역",http://www.wheelbusan.or.kr/board/list/200a01?init,
193,도시철도 음식점,2호선,원조구남집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
194,도시철도 음식점,2호선,파스쿠찌 부산해운대점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
195,도시철도 음식점,2호선,청춘식육식당,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"자동문,이용가능시설,경사로,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
196,도시철도 음식점,2호선,할리스커피 해운대비치점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,경사로,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
197,도시철도 음식점,2호선,롯데리아 해운대DT점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
198,도시철도 음식점,2호선,수백한상 본점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
199,도시철도 음식점,2호선,24시전주명가콩나물국밥,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
200,도시철도 음식점,2호선,싸움의고수 해운대장산역점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"경사로,이용가능시설,입식테이블,음식점",http://www.wheelbusan.or.kr/board/list/200a01?init,
201,도시철도 음식점,2호선,봉추찜닭 부산장산점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,-,http://www.wheelbusan.or.kr/board/list/200a01?init,
202,도시철도 음식점,1호선,낫개스시,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"장애인전용주차구역,입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
203,도시철도 음식점,1호선,다대포형제잠수함,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인전용주차구역",http://www.wheelbusan.or.kr/board/list/200a01?init,
204,도시철도 음식점,1호선,두총각닭갈비 다대포점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인전용주차구역",http://www.wheelbusan.or.kr/board/list/200a01?init,
205,도시철도 음식점,1호선,하오칸,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"장애인전용주차구역,입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
206,도시철도 음식점,1호선,달테이블 부산다대포점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인전용주차구역,엘리베이터",http://www.wheelbusan.or.kr/board/list/200a01?init,
207,도시철도 음식점,1호선,윤가네멸치국수 라브랜드점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
208,도시철도 음식점,1호선,"장수삼계탕,찜닭",출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
209,도시철도 음식점,1호선,파리바게뜨 부산다대삼환점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
210,도시철도 음식점,1호선,맥도날드 부산다대DT점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,경사로,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
211,도시철도 음식점,1호선,제제고깃집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
212,도시철도 음식점,1호선,롯데리아 부산다대포점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
213,도시철도 음식점,1호선,우정식당,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"자동문,이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
214,도시철도 음식점,1호선,원조옛날통닭 다대점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
215,도시철도 음식점,1호선,핸즈커피 사하구청점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,경사로,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
216,도시철도 음식점,1호선,맥도날드 부산하단DT점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,이용가능시설,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
217,도시철도 음식점,1호선,춘하추동 소문난밀면전문점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
218,도시철도 음식점,1호선,봉평메밀마당 신평점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
219,도시철도 음식점,1호선,밀양돼지국밥,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"자동문,이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
220,도시철도 음식점,1호선,투썸플레이스 부산장림점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
221,도시철도 음식점,1호선,하이뽕 장림본점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,자동문,입식테이블,음식점",http://www.wheelbusan.or.kr/board/list/200a01?init,
222,도시철도 음식점,1호선,빠마수제왕돈까스,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
223,도시철도 음식점,1호선,파리바게뜨 장림현대점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
224,도시철도 음식점,1호선,해운대신대구탕,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
225,도시철도 음식점,1호선,아트몰링 식당가,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인전용주차구역,엘리베이터,장애인화장실",http://www.wheelbusan.or.kr/board/list/200a01?init,
226,도시철도 음식점,1호선,롯데리아 신평탑마트점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
227,도시철도 음식점,1호선,종가집돼지국밥 신평점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"자동문,이용가능시설,경사로,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
228,도시철도 음식점,1호선,남포밀면,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,자동문,입식테이블,음식점",http://www.wheelbusan.or.kr/board/list/200a01?init,
229,도시철도 음식점,1호선,청년다방 괴정점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
230,도시철도 음식점,1호선,스타벅스 부산동대신역점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
231,도시철도 음식점,1호선,봉봉집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
232,도시철도 음식점,1호선,대학식당,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
233,도시철도 음식점,1호선,담,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"자동문,입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
234,도시철도 음식점,1호선,산동성,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"자동문,이용가능시설,경사로,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
235,도시철도 음식점,1호선,삼원두루치기,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
236,도시철도 음식점,1호선,백련가,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
237,도시철도 음식점,1호선,은마복국,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
238,도시철도 음식점,1호선,계림반점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,이용가능시설,자동문,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
239,도시철도 음식점,1호선,15번회센터,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,장애인전용주차구역,엘리베이터",http://www.wheelbusan.or.kr/board/list/200a01?init,
240,도시철도 음식점,1호선,싱싱횟집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,장애인전용주차구역,엘리베이터",http://www.wheelbusan.or.kr/board/list/200a01?init,
241,도시철도 음식점,1호선,부산숯불꼼장어,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
242,도시철도 음식점,1호선,대선횟집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
243,도시철도 음식점,1호선,다도해한식당,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인전용주차구역,엘리베이터",http://www.wheelbusan.or.kr/board/list/200a01?init,
244,도시철도 음식점,1호선,자갈치회센터,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"엘리베이터,장애인전용주차구역,자동문,이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
245,도시철도 음식점,1호선,경북대구횟집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
246,도시철도 음식점,1호선,중앙모밀,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
247,도시철도 음식점,1호선,신정,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
248,도시철도 음식점,1호선,용호동할매팥빙수 남포1호점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,경사로,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
249,도시철도 음식점,1호선,국제상인,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,경사로,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
250,도시철도 음식점,1호선,상짱,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
251,도시철도 음식점,1호선,샤갈,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
252,도시철도 음식점,1호선,통영장어숯불구이 괴정점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
253,도시철도 음식점,1호선,킹콩부대찌개,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"엘리베이터,장애인전용주차구역,이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
254,도시철도 음식점,1호선,카페레브,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,이용가능시설,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
255,도시철도 음식점,1호선,밀탑 부산지점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,장애인전용주차구역,엘리베이터,장애인화장실",http://www.wheelbusan.or.kr/board/list/200a01?init,
256,도시철도 음식점,1호선,청기와식당,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
257,도시철도 음식점,1호선,대청,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,장애인전용주차구역,엘리베이터,장애인화장실",http://www.wheelbusan.or.kr/board/list/200a01?init,
258,도시철도 음식점,1호선,토담돼지국밥 부산진역 본점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,경사로,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
259,도시철도 음식점,1호선,오!별난멸치국수 범일점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
260,도시철도 음식점,1호선,양산도 현대백화점부산점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,장애인전용주차구역,엘리베이터,장애인화장실",http://www.wheelbusan.or.kr/board/list/200a01?init,
261,도시철도 음식점,1호선,홍성방 본관,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"자동문,입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
262,도시철도 음식점,1호선,파리바게뜨 부산역점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
263,도시철도 음식점,1호선,소문난불백,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
264,도시철도 음식점,1호선,이디야 부산초량역점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
265,도시철도 음식점,1호선,파리바게뜨 부산범일점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
266,도시철도 음식점,1호선,화성통삼겹,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,-,http://www.wheelbusan.or.kr/board/list/200a01?init,
267,도시철도 음식점,1호선,간사이우동,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,장애인전용주차구역,장애인화장실",http://www.wheelbusan.or.kr/board/list/200a01?init,
268,도시철도 음식점,1호선,탐앤탐스 부산ktx역사점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,장애인전용주차구역,장애인화장실",http://www.wheelbusan.or.kr/board/list/200a01?init,
269,도시철도 음식점,1호선,신선식당,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
270,도시철도 음식점,1호선,파스쿠찌 솔라리아니스테츠호텔부산점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
271,도시철도 음식점,1호선,서면개금밀면,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
272,도시철도 음식점,1호선,문가네전통추어탕,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
273,도시철도 음식점,1호선,자연별곡 NC서면점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"장애인화장실,엘리베이터,장애인전용주차구역,자동문,이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
274,도시철도 음식점,1호선,육장인,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로",http://www.wheelbusan.or.kr/board/list/200a01?init,
275,도시철도 음식점,1호선,땅땅치킨 서면점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,이용가능시설,자동문,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
276,도시철도 음식점,1호선,언양숯불갈비,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,경사로,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
277,도시철도 음식점,1호선,청호식당,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
278,도시철도 음식점,1호선,아리한정식,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,엘리베이터",http://www.wheelbusan.or.kr/board/list/200a01?init,
279,도시철도 음식점,1호선,함흥면옥,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
280,도시철도 음식점,1호선,컴포즈커피 부전역점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
